Recon3d_id,Row_medium
23203_AT1,11.30634151
10654_AT1,10.52932038
4860_AT1,9.752863218
57104_AT1,12.96066658
8228_AT1,0
55163_AT1,0
56983_AT1,0
55624_AT1,11.56715499
5464_AT1,12.07557287
27068_AT1,10.3149519
5471_AT1,0
60490_AT1,0
79717_AT1,10.25212582
9677_AT1,9.754689352
23262_AT1,10.46523956
5498_AT1,9.684394645
5538_AT1,12.00964374
9374_AT1,9.868787683
5052_AT1,13.4096384
7001_AT1,12.52319693
10935_AT1,12.28756473
9588_AT1,13.74696791
5631_AT1,10.6549436
5634_AT1,0
5660_AT1,16.31167624
29968_AT1,0
5723_AT1,0
9791_AT1,11.4592121
81490_AT1,10.54276772
5728_AT1,12.53724021
5730_AT1,11.89506257
80142_AT1,11.37971697
10728_AT1,13.17633203
5740_AT1,0
5742_AT1,0
5743_AT1,0
5805_AT1,0
7837_AT1,0
5831_AT1,0
5834_AT1,12.9192112
5836_AT1,9.820328946
5837_AT1,10.57898515
5860_AT1,10.87541136
23475_AT1,0
10928_AT1,11.81664757
64080_AT1,0
51109_AT1,10.82659132
8608_AT1,0
5973_AT1,0
55312_AT1,9.74089296
6120_AT1,9.651971177
22934_AT1,9.546406578
9045_AT1,14.27408853
11102_AT1,10.15560554
6240_AT1,10.42268247
112611_AT1,0
22908_AT1,10.86731883
1757_AT1,0
6303_AT1,14.07270487
6309_AT1,9.904042096
949_AT1,10.69167381
6319_AT1,13.00970596
6342_AT1,11.79652882
6390_AT1,11.60408152
6392_AT1,11.7898263
23478_AT1,11.42300779
9739_AT1,10.96690401
23067_AT1,11.2084218
29072_AT1,11.97596985
9869_AT1,10.40487003
6419_AT1,0
259230_AT1,10.21863296
8879_AT1,10.93765286
81537_AT1,9.631715171
6448_AT1,10.49103118
6470_AT1,9.701245159
6472_AT1,10.97973477
6556_AT1,9.532810277
4891_AT1,11.29293619
6558_AT1,11.13466337
6560_AT1,11.36809293
9990_AT1,9.835787796
10723_AT1,11.28715648
64849_AT1,0
6563_AT1,0
6565_AT1,0
6566_AT1,10.76399968
9123_AT1,10.93117232
9194_AT1,0
23539_AT1,0
26503_AT1,9.886907869
6571_AT1,0
6573_AT1,10.02878761
10560_AT1,9.699298289
6507_AT1,10.6737426
6509_AT1,10.60231059
6510_AT1,10.04554607
6574_AT1,11.20127422
6575_AT1,11.63368693
6581_AT1,0
6583_AT1,0
6584_AT1,9.703044133
9962_AT1,11.4032103
9187_AT1,0
6576_AT1,11.02135223
1468_AT1,0
8402_AT1,11.81434957
8604_AT1,11.00986768
10165_AT1,9.564252094
9016_AT1,0
10166_AT1,0
8034_AT1,9.748859306
10478_AT1,0
788_AT1,9.919275019
79751_AT1,9.958291436
81894_AT1,11.27893582
51312_AT1,11.09923729
291_AT1,12.70546628
292_AT1,12.84748313
293_AT1,13.14004598
10861_AT1,0
1836_AT1,9.881818967
65010_AT1,9.919134
11000_AT1,9.865306947
10998_AT1,0
2030_AT1,11.4171518
3177_AT1,0
55315_AT1,0
6513_AT1,11.93074373
66035_AT1,9.467629536
6515_AT1,11.33131657
6517_AT1,0
6518_AT1,0
11182_AT1,0
29988_AT1,9.800031951
56606_AT1,0
9197_AT1,10.02170287
10559_AT1,9.939918205
7355_AT1,9.451669584
23443_AT1,9.548279072
55343_AT1,9.813386616
23169_AT1,9.991385468
11046_AT1,0
206358_AT1,10.158153
54020_AT1,9.598795273
2542_AT1,0
81539_AT1,12.38196149
54407_AT1,13.04673093
6520_AT1,12.37007518
8501_AT1,0
6522_AT1,10.99307716
6508_AT1,0
57835_AT1,0
9497_AT1,9.844888811
79581_AT1,10.13302467
8884_AT1,10.32059027
6539_AT1,0
6532_AT1,0
6533_AT1,11.73043886
6535_AT1,12.68163311
6536_AT1,0
6541_AT1,10.80917179
23657_AT1,0
6542_AT1,9.904591932
8140_AT1,11.05018782
9057_AT1,9.959781668
9056_AT1,0
23428_AT1,10.43540238
6546_AT1,9.442512193
6543_AT1,0
6548_AT1,10.95855097
6550_AT1,0
6553_AT1,0
84679_AT1,0
23315_AT1,11.10768542
6578_AT1,0
11309_AT1,10.29736037
28232_AT1,10.55311399
28231_AT1,9.877406773
6609_AT1,11.09293641
6610_AT1,0
55512_AT1,0
64754_AT1,0
6646_AT1,9.967857834
6647_AT1,13.07216966
6649_AT1,10.19424337
28972_AT1,11.45794241
60559_AT1,12.03216269
8877_AT1,0
56848_AT1,9.9458735
6697_AT1,0
10558_AT1,10.18214709
9517_AT1,11.58549785
6713_AT1,9.686674707
6715_AT1,0
79644_AT1,0
6723_AT1,11.21812654
6482_AT1,11.44267889
6483_AT1,10.52936985
6484_AT1,10.36372705
8869_AT1,9.60852237
10402_AT1,0
10610_AT1,0
27090_AT1,10.1388869
6489_AT1,0
7903_AT1,0
412_AT1,9.806969672
3703_AT1,11.30475771
8803_AT1,10.84380336
8802_AT1,11.78362338
8801_AT1,11.35727279
6817_AT1,9.65486042
6821_AT1,10.10699172
6839_AT1,0
79723_AT1,0
8867_AT1,10.52353222
8871_AT1,10.62504485
6888_AT1,12.62401684
1155_AT1,11.44050576
6916_AT1,0
10312_AT1,11.90117829
7083_AT1,0
7084_AT1,10.09237395
7086_AT1,12.98082589
7108_AT1,9.686490057
7167_AT1,14.47747416
27010_AT1,0
1200_AT1,12.87835368
7263_AT1,10.30864841
7296_AT1,11.83770798
10587_AT1,10.28372207
1890_AT1,10.1228935
7298_AT1,0
6675_AT1,10.56186812
91373_AT1,9.77362887
7371_AT1,0
54963_AT1,11.09709669
7351_AT1,10.13708245
7352_AT1,0
55293_AT1,9.784300508
7357_AT1,10.89241091
7358_AT1,9.718205399
56886_AT1,11.35671173
55757_AT1,0
7360_AT1,12.82740135
7372_AT1,0
7378_AT1,10.45371025
29796_AT1,11.49397571
10975_AT1,11.90135724
7381_AT1,13.1892119
7384_AT1,13.11840943
7385_AT1,13.16679642
27089_AT1,11.31066481
7389_AT1,11.19619416
7390_AT1,10.48850889
10090_AT1,0
80146_AT1,10.28756239
8875_AT1,0
51741_AT1,0
9942_AT1,0
64131_AT1,9.971645194
64132_AT1,10.07551753
